ids,targets,gr_scores,drgnn_scores,hs_scores
T41_1183_conv.pdb,0,0.034154,0.056902,-40.831090
T41_1184_conv.pdb,0,0.169266,0.070505,-3.334080
T41_1185_conv.pdb,0,0.062085,0.012205,-62.114190
T41_1187_conv.pdb,1,0.371324,0.350247,-47.267330
T41_1188_conv.pdb,0,0.212267,0.015550,-39.665050
T41_1189_conv.pdb,0,0.013964,0.311835,2688.587000
T41_118_conv.pdb,1,0.406096,0.243064,-156.854850
T41_1190_conv.pdb,0,0.132495,0.015956,22.930520
T41_1191_conv.pdb,0,0.409883,0.432324,-134.644870
T41_1192_conv.pdb,1,0.617235,0.387789,-158.715740
T41_1193_conv.pdb,1,0.423830,0.545652,-169.890000
T41_1194_conv.pdb,0,0.042873,0.040552,-32.251430
T41_1195_conv.pdb,1,0.588550,0.014134,-169.831800
T41_1196_conv.pdb,0,0.029864,0.006827,-67.147220
T41_1197_conv.pdb,0,0.068676,0.016043,-54.810960
T41_1198_conv.pdb,1,0.526288,0.444462,-161.413730
T41_1199_conv.pdb,1,0.578508,0.367483,-114.086530
T41_119_conv.pdb,0,0.017541,0.004908,-32.576810
T41_11_conv.pdb,0,0.661283,0.016961,-113.551330
T41_120_conv.pdb,0,0.016388,0.021641,-31.599850
T41_122_conv.pdb,0,0.447674,0.009592,-97.061390
T41_123_conv.pdb,1,0.505905,0.356121,-160.564390
T41_124_conv.pdb,0,0.058654,0.009478,1597.487360
T41_125_conv.pdb,0,0.309343,0.603544,-170.115100
T41_126_conv.pdb,0,0.189183,0.012707,-66.704530
T41_127_conv.pdb,1,0.384122,0.155326,-52.868110
T41_128_conv.pdb,0,0.380211,0.663480,-165.225700
T41_129_conv.pdb,0,0.021837,0.005280,-29.191788
T41_12_conv.pdb,0,0.420161,0.532701,-171.799600
T41_131_conv.pdb,0,0.065089,0.009137,-61.531056
T41_132_conv.pdb,0,0.009726,0.019147,-29.902205
T41_134_conv.pdb,0,0.725677,0.158615,-181.018740
T41_135_conv.pdb,0,0.371268,0.316069,-150.200840
T41_136_conv.pdb,0,0.095251,0.102665,-39.886600
T41_137_conv.pdb,0,0.055142,0.026134,26.427160
T41_138_conv.pdb,0,0.065508,0.014896,-45.337790
T41_139_conv.pdb,0,0.303214,0.110645,-132.086850
T41_13_conv.pdb,0,0.677092,0.042046,-170.696250
T41_140_conv.pdb,1,0.744212,-0.000418,-154.333800
T41_141_conv.pdb,0,0.013664,0.005001,-19.720560
T41_142_conv.pdb,0,0.022845,0.055415,-34.300210
T41_143_conv.pdb,0,0.013922,0.176761,3035.704080
T41_144_conv.pdb,1,0.559535,0.286872,-162.994960
T41_145_conv.pdb,0,0.567821,0.033797,-154.958990
T41_146_conv.pdb,1,0.699296,0.329848,-159.532260
T41_147_conv.pdb,1,0.605125,0.324006,-150.343850
T41_149_conv.pdb,1,0.550676,0.558717,-153.328000
T41_14_conv.pdb,0,0.075360,0.013469,-48.621040
T41_150_conv.pdb,0,0.194740,0.019036,-74.585550
T41_151_conv.pdb,0,0.537566,0.012454,-126.887830
T41_152_conv.pdb,1,0.666591,0.137069,-178.985250
T41_153_conv.pdb,1,0.690154,0.421413,-156.543240
T41_154_conv.pdb,0,0.020097,0.003479,-31.176190
T41_155_conv.pdb,0,0.007368,0.036559,-41.017980
T41_156_conv.pdb,0,0.011640,0.010969,-28.114370
T41_157_conv.pdb,1,0.461024,0.543760,-170.252370
T41_158_conv.pdb,0,0.051149,0.379366,2588.132278
T41_159_conv.pdb,0,0.272840,0.011422,-58.897520
T41_15_conv.pdb,0,0.437851,0.340019,-156.131030
T41_160_conv.pdb,0,0.099171,0.013880,-63.030770
T41_161_conv.pdb,1,0.246835,0.259325,-86.397700
T41_162_conv.pdb,0,0.180493,0.239475,-31.441830
T41_163_conv.pdb,1,0.432479,0.501287,-127.335420
T41_164_conv.pdb,0,0.352892,0.289533,-146.225430
T41_165_conv.pdb,0,0.308040,0.017360,1063.647050
T41_166_conv.pdb,1,0.489392,0.229466,-168.212630
T41_167_conv.pdb,0,0.064103,0.009532,-19.122400
T41_168_conv.pdb,0,0.062366,0.033845,-40.715440
T41_169_conv.pdb,1,0.564018,0.448360,-181.330710
T41_16_conv.pdb,0,0.024605,0.022695,-38.875520
T41_170_conv.pdb,1,0.083955,0.015156,-54.706600
T41_171_conv.pdb,0,0.049874,0.012062,-52.142160
T41_172_conv.pdb,1,0.416349,0.014210,-78.125900
T41_174_conv.pdb,0,0.394652,0.429574,-187.340230
T41_175_conv.pdb,0,0.357435,0.007809,-121.541860
T41_176_conv.pdb,1,0.183568,0.439310,-81.652400
T41_178_conv.pdb,0,0.085017,0.013743,-28.545170
T41_179_conv.pdb,0,0.499310,0.067168,-157.250400
T41_17_conv.pdb,0,0.410918,0.371044,-168.638260
T41_180_conv.pdb,0,0.224111,0.035833,-15.513098
T41_181_conv.pdb,0,0.396731,0.420971,-170.808800
T41_182_conv.pdb,1,0.452920,0.501047,-89.826940
T41_183_conv.pdb,0,0.078117,0.005751,2.422130
T41_184_conv.pdb,1,0.081927,0.236260,9.165800
T41_185_conv.pdb,1,0.563148,0.267011,-172.047330
T41_186_conv.pdb,1,0.478677,0.544023,-158.983020
T41_188_conv.pdb,1,0.657256,0.582506,-166.732469
T41_189_conv.pdb,0,0.039710,-0.008038,-26.225390
T41_18_conv.pdb,0,0.038490,0.004675,-71.303510
T41_190_conv.pdb,0,0.204312,0.432582,-143.106700
T41_191_conv.pdb,0,0.223566,0.039216,-92.400640
T41_192_conv.pdb,0,0.379403,0.011192,-29.016850
T41_193_conv.pdb,1,0.446871,0.230531,23.890700
T41_194_conv.pdb,0,0.180717,0.009179,-69.755700
T41_195_conv.pdb,0,0.063796,0.034614,-36.222801
T41_196_conv.pdb,1,0.603054,0.153056,-142.016680
T41_197_conv.pdb,0,0.061877,0.009154,-38.136850
T41_198_conv.pdb,0,0.010410,0.002808,-1.512314
T41_199_conv.pdb,1,0.345202,0.140478,-103.980000
T41_19_conv.pdb,1,0.591515,0.429939,-176.632550
T41_1_conv.pdb,0,0.456222,0.277892,-152.517880
T41_200_conv.pdb,0,0.052066,0.019779,-71.127510
T41_201_conv.pdb,1,0.670735,0.293652,-156.083200
T41_202_conv.pdb,0,0.306977,0.012708,-41.085770
T41_203_conv.pdb,0,0.045554,0.009983,-71.040350
T41_204_conv.pdb,1,0.649238,0.680808,-150.290130
T41_205_conv.pdb,0,0.064227,0.020309,-48.397000
T41_206_conv.pdb,0,0.492748,0.011220,-98.452790
T41_208_conv.pdb,0,0.016029,0.005937,-69.848700
T41_209_conv.pdb,1,0.158406,0.018694,-54.255330
T41_20_conv.pdb,1,0.242556,0.138412,1447.470100
T41_210_conv.pdb,1,0.302160,0.085203,-12.602500
T41_211_conv.pdb,1,0.650003,0.534755,-199.050060
T41_212_conv.pdb,0,0.229782,0.007608,-43.191960
T41_213_conv.pdb,0,0.704429,0.015059,-190.539400
T41_214_conv.pdb,0,0.056133,0.009904,-45.668900
T41_215_conv.pdb,1,0.310288,0.055835,2528.234200
T41_216_conv.pdb,0,0.049799,0.013955,-14.432550
T41_217_conv.pdb,0,0.078274,0.010532,-82.111310
T41_218_conv.pdb,0,0.012482,-0.001251,-31.208091
T41_219_conv.pdb,1,0.466359,0.355578,-151.353000
T41_21_conv.pdb,0,0.025206,0.284629,1153.099830
T41_221_conv.pdb,0,0.028368,0.167227,-54.320040
T41_222_conv.pdb,0,0.041184,-0.000912,-36.508790
T41_223_conv.pdb,0,0.590277,0.555620,-146.179360
T41_224_conv.pdb,0,0.053193,0.068767,-37.174890
T41_225_conv.pdb,0,0.467268,0.036741,-122.843910
T41_226_conv.pdb,0,0.138049,0.013604,-84.169030
T41_227_conv.pdb,0,0.029292,0.010440,-48.431360
T41_228_conv.pdb,0,0.157009,0.021187,-84.344640
T41_229_conv.pdb,1,0.369803,0.284148,-42.698320
T41_22_conv.pdb,0,0.029262,0.018225,2630.462210
T41_230_conv.pdb,1,0.500059,0.486242,62.746700
T41_231_conv.pdb,0,0.017126,0.135673,4763.902270
T41_232_conv.pdb,1,0.338390,0.301910,-41.159750
T41_233_conv.pdb,0,0.312097,0.328350,-160.365080
T41_234_conv.pdb,0,0.118694,0.139186,-100.329610
T41_235_conv.pdb,1,0.638955,0.193880,-177.447150
T41_236_conv.pdb,1,0.547250,0.173297,-76.388200
T41_237_conv.pdb,0,0.435214,0.329009,-170.411000
T41_238_conv.pdb,1,0.181894,0.101995,-93.463900
T41_23_conv.pdb,0,0.014238,0.085931,-42.347460
T41_240_conv.pdb,1,0.639430,0.471198,-183.738300
T41_241_conv.pdb,1,0.669748,0.093551,-150.862700
T41_243_conv.pdb,0,0.179886,0.008032,-17.737592
T41_244_conv.pdb,0,0.094245,0.018267,-35.154460
T41_246_conv.pdb,0,0.047378,0.295281,1804.078300
T41_247_conv.pdb,0,0.339058,0.049686,-138.719940
T41_248_conv.pdb,1,0.559994,0.011613,-123.592952
T41_249_conv.pdb,0,0.500222,0.572710,-163.360400
T41_24_conv.pdb,0,0.440098,0.373261,-149.480900
T41_250_conv.pdb,0,0.252075,0.013668,-52.255970
T41_251_conv.pdb,1,0.508820,0.313007,-171.739610
T41_252_conv.pdb,0,0.027606,0.003684,-19.580910
T41_254_conv.pdb,0,0.352246,0.604627,-155.014100
T41_256_conv.pdb,1,0.470339,0.029583,-135.260800
T41_257_conv.pdb,1,0.066852,0.146110,-90.167600
T41_259_conv.pdb,0,0.025784,0.210514,-78.021300
T41_25_conv.pdb,0,0.253744,0.437133,-148.658280
T41_260_conv.pdb,0,0.258656,0.134004,-150.564890
T41_261_conv.pdb,0,0.412511,0.221517,-152.547800
T41_262_conv.pdb,0,0.201018,0.029584,-54.842740
T41_263_conv.pdb,1,0.292680,0.028762,993.323500
T41_264_conv.pdb,0,0.701295,0.157688,-192.639800
T41_265_conv.pdb,0,0.117422,0.007575,-66.813480
T41_266_conv.pdb,1,0.379917,0.098685,-157.948080
T41_267_conv.pdb,0,0.538401,0.402976,-137.036200
T41_268_conv.pdb,0,0.099158,0.429157,680.865700
T41_269_conv.pdb,0,0.044336,0.009348,-26.334570
T41_26_conv.pdb,1,0.748800,0.007838,-164.395974
T41_270_conv.pdb,0,0.702319,0.423645,-170.228260
T41_271_conv.pdb,1,0.033010,0.388926,-18.543000
T41_272_conv.pdb,0,0.235339,0.074131,-54.285030
T41_273_conv.pdb,1,0.254948,0.377955,-123.409700
T41_274_conv.pdb,0,0.237190,0.345645,-138.183000
T41_275_conv.pdb,0,0.155358,0.020355,-73.240100
T41_276_conv.pdb,0,0.086668,0.061445,-73.105400
T41_277_conv.pdb,1,0.207778,0.424245,7.149100
T41_278_conv.pdb,1,0.168907,0.018430,-24.259700
T41_279_conv.pdb,0,0.061583,0.037330,7.285100
T41_27_conv.pdb,1,0.755400,0.737854,-169.676550
T41_280_conv.pdb,0,0.079239,0.014421,-45.747824
T41_281_conv.pdb,0,0.323957,0.456823,-166.940300
T41_282_conv.pdb,0,0.007818,0.011631,-37.023360
T41_284_conv.pdb,1,0.605148,0.428292,-167.259200
T41_285_conv.pdb,0,0.365386,0.329219,-149.405860
T41_286_conv.pdb,1,0.550372,0.479674,-167.186750
T41_287_conv.pdb,0,0.102063,0.011938,-51.894710
T41_288_conv.pdb,0,0.119135,0.302916,-69.844275
T41_289_conv.pdb,0,0.046700,0.000201,-48.601194
T41_28_conv.pdb,0,0.361413,0.152034,-133.844000
T41_290_conv.pdb,1,0.494408,0.534694,-165.783210
T41_291_conv.pdb,0,0.091370,0.107474,75.872300
T41_292_conv.pdb,1,0.360045,0.407359,-16.799100
T41_293_conv.pdb,0,0.623673,0.016904,-154.268940
T41_294_conv.pdb,0,0.451806,0.014930,-25.392600
T41_295_conv.pdb,0,0.711716,0.426089,-168.140950
T41_296_conv.pdb,0,0.472155,0.113392,-156.367300
T41_297_conv.pdb,0,0.396079,0.029307,-168.026300
T41_298_conv.pdb,1,0.715521,0.646222,-154.441130
T41_299_conv.pdb,0,0.028087,0.392055,2759.764000
T41_2_conv.pdb,1,0.544973,0.291390,-150.426100
T41_300_conv.pdb,0,0.016163,0.065622,4427.996610
T41_301_conv.pdb,0,0.251759,0.018930,1026.898250
T41_302_conv.pdb,1,0.163019,0.082127,-92.873400
T41_303_conv.pdb,0,0.215402,0.015075,-42.380370
T41_304_conv.pdb,0,0.636066,0.023970,-167.359200
T41_306_conv.pdb,0,0.065600,0.006664,-36.519780
T41_307_conv.pdb,0,0.002138,-0.000828,-12.986320
T41_308_conv.pdb,0,0.013706,0.003818,-29.226030
T41_309_conv.pdb,0,0.067693,0.007508,-42.860540
T41_310_conv.pdb,0,0.072947,0.014740,-40.766180
T41_311_conv.pdb,0,0.695450,0.379500,-156.223300
T41_312_conv.pdb,0,0.052658,0.016678,-24.236120
T41_313_conv.pdb,0,0.067271,0.002071,-51.627280
T41_314_conv.pdb,0,0.446836,0.671038,-142.534680
T41_315_conv.pdb,0,0.547730,0.266282,-141.286990
T41_316_conv.pdb,1,0.509392,0.284677,-23.243300
T41_317_conv.pdb,0,0.015667,0.256088,2845.563760
T41_318_conv.pdb,1,0.531611,0.265338,-87.512300
T41_319_conv.pdb,0,0.000794,-0.002299,-13.547340
T41_31_conv.pdb,1,0.487429,0.243474,-140.675500
T41_321_conv.pdb,0,0.749420,0.231923,-195.403200
T41_322_conv.pdb,0,0.355980,0.206188,-148.205470
T41_323_conv.pdb,0,0.352077,0.421377,-155.255100
T41_324_conv.pdb,0,0.262588,0.005727,-43.128660
T41_325_conv.pdb,1,0.209176,0.105970,-20.522700
T41_326_conv.pdb,0,0.547234,0.209138,-121.151690
T41_327_conv.pdb,0,0.338765,0.169602,-115.975560
T41_328_conv.pdb,1,0.091502,0.027619,-85.986100
T41_329_conv.pdb,0,0.547600,0.361593,-137.537960
T41_32_conv.pdb,0,0.230139,0.012654,-67.062280
T41_330_conv.pdb,0,0.006913,0.003087,-14.432680
T41_331_conv.pdb,0,0.686692,0.301125,-167.857750
T41_332_conv.pdb,0,0.117557,0.265195,-64.490020
T41_333_conv.pdb,0,0.146165,0.011569,-57.525490
T41_334_conv.pdb,0,0.094727,0.010017,-26.346970
T41_335_conv.pdb,0,0.160356,0.016238,-24.624800
T41_336_conv.pdb,0,0.260850,0.145860,17.768150
T41_337_conv.pdb,1,0.694883,0.190773,-162.750610
T41_338_conv.pdb,0,0.027008,0.178903,3206.234480
T41_339_conv.pdb,0,0.020023,0.221963,100.688900
T41_340_conv.pdb,1,0.058148,0.017251,-64.014700
T41_341_conv.pdb,0,0.021719,0.013507,-14.338180
T41_342_conv.pdb,0,0.015843,0.157823,1049.578700
T41_343_conv.pdb,0,0.012934,0.009474,-4.573630
T41_344_conv.pdb,0,0.093175,0.473414,-53.361431
T41_345_conv.pdb,0,0.012753,0.254828,3562.210590
T41_346_conv.pdb,1,0.243149,0.189675,-105.772700
T41_347_conv.pdb,0,0.098177,0.017148,-65.803790
T41_348_conv.pdb,0,0.448189,0.292527,-148.822680
T41_349_conv.pdb,0,0.045579,0.013403,-27.452810
T41_34_conv.pdb,0,0.157383,0.020857,-87.064960
T41_350_conv.pdb,0,0.335878,0.010976,-96.336200
T41_351_conv.pdb,0,0.646328,0.526915,-137.659730
T41_352_conv.pdb,1,0.223313,0.050342,-94.672630
T41_353_conv.pdb,1,0.476387,0.326283,-153.987210
T41_354_conv.pdb,0,0.130587,0.014270,-28.822060
T41_355_conv.pdb,0,0.057587,0.336881,2838.611400
T41_356_conv.pdb,0,0.234401,0.011789,-66.655630
T41_357_conv.pdb,0,0.005780,0.001834,-20.667710
T41_358_conv.pdb,0,0.162389,0.255225,-65.368300
T41_359_conv.pdb,1,0.311615,0.243076,-147.517570
T41_35_conv.pdb,1,0.731967,0.406439,-186.967550
T41_360_conv.pdb,0,0.565443,0.301103,-148.968980
T41_361_conv.pdb,0,0.287763,0.201994,-147.596930
T41_362_conv.pdb,0,0.672335,0.308372,-134.068330
T41_363_conv.pdb,0,0.014600,0.268603,4501.871380
T41_364_conv.pdb,0,0.069577,0.633503,-55.662800
T41_365_conv.pdb,0,0.291596,0.155136,-142.904080
T41_366_conv.pdb,0,0.332125,0.007438,-59.068900
T41_367_conv.pdb,0,0.112018,0.008611,-46.711450
T41_369_conv.pdb,0,0.058154,0.558831,3479.063980
T41_36_conv.pdb,1,0.429767,0.546443,-125.387700
T41_370_conv.pdb,1,0.529407,0.516701,-184.807580
T41_371_conv.pdb,0,0.032262,0.035909,-53.036906
T41_372_conv.pdb,0,0.351520,0.023742,76.740100
T41_373_conv.pdb,0,0.266481,0.189814,35.708060
T41_375_conv.pdb,1,0.343122,0.088015,-50.043460
T41_376_conv.pdb,0,0.159763,0.042758,-51.701970
T41_377_conv.pdb,0,0.029620,0.036060,-53.762460
T41_378_conv.pdb,0,0.164193,0.012134,-49.762500
T41_379_conv.pdb,0,0.096042,0.009312,-67.332270
T41_380_conv.pdb,1,0.189630,0.284282,-105.522200
T41_381_conv.pdb,0,0.085457,0.010309,-7.388910
T41_382_conv.pdb,0,0.168390,0.007807,-57.380600
T41_383_conv.pdb,0,0.411890,0.557200,-160.092700
T41_384_conv.pdb,0,0.096487,0.012698,-2.933007
T41_385_conv.pdb,0,0.187201,0.014168,-88.193060
T41_386_conv.pdb,1,0.661522,0.347195,-154.985690
T41_387_conv.pdb,0,0.065390,0.011590,-4.689480
T41_389_conv.pdb,1,0.245171,0.293374,-84.527000
T41_38_conv.pdb,0,0.213054,0.006492,7.244406
T41_390_conv.pdb,0,0.052014,0.002711,-47.239050
T41_391_conv.pdb,1,0.587043,0.098660,-161.507967
T41_392_conv.pdb,0,0.000615,-0.002793,-15.062510
T41_393_conv.pdb,0,0.025417,-0.001923,-46.876490
T41_394_conv.pdb,1,0.522214,0.476868,-168.128990
T41_395_conv.pdb,1,0.318654,0.043474,-94.209300
T41_396_conv.pdb,1,0.455983,0.502627,-163.015080
T41_398_conv.pdb,0,0.125236,0.283082,-88.195900
T41_399_conv.pdb,1,0.068065,0.039697,2142.516600
T41_39_conv.pdb,0,0.479813,0.493376,-155.162320
T41_3_conv.pdb,1,0.503119,0.349011,-136.342860
T41_401_conv.pdb,0,0.089734,0.011243,-3.827420
T41_402_conv.pdb,0,0.039495,0.071389,-40.173780
T41_403_conv.pdb,0,0.057787,0.007541,-57.179440
T41_404_conv.pdb,0,0.042897,0.015806,-37.736440
T41_405_conv.pdb,0,0.350987,0.389825,-142.944000
T41_406_conv.pdb,1,0.365021,0.043079,-110.887440
T41_407_conv.pdb,1,0.731849,0.686868,-163.446810
T41_408_conv.pdb,0,0.051082,0.023423,-83.673270
T41_409_conv.pdb,1,0.340133,0.551365,-94.364500
T41_40_conv.pdb,0,0.204849,0.012678,3459.694850
T41_410_conv.pdb,1,0.365686,0.457700,-152.186760
T41_413_conv.pdb,1,0.348111,0.282844,-153.994660
T41_414_conv.pdb,0,0.048873,0.594892,1967.909560
T41_415_conv.pdb,0,0.515012,0.008567,-147.982100
T41_416_conv.pdb,0,0.050288,0.150462,-58.628420
T41_417_conv.pdb,0,0.759173,0.398279,-184.498800
T41_418_conv.pdb,1,0.073242,0.274305,17.309700
T41_419_conv.pdb,0,0.391973,0.391909,-145.741270
T41_41_conv.pdb,0,0.026793,0.011833,-4.001609
T41_420_conv.pdb,0,0.020964,0.010418,-43.522830
T41_421_conv.pdb,0,0.219967,0.005562,-44.170932
T41_422_conv.pdb,0,0.024178,0.012073,-52.315400
T41_423_conv.pdb,0,0.358626,0.593587,-161.960400
T41_424_conv.pdb,0,0.186148,0.329483,3070.831600
T41_425_conv.pdb,0,0.038510,0.012416,-41.629700
T41_427_conv.pdb,0,0.028348,0.009953,14.265590
T41_428_conv.pdb,0,0.074203,0.006392,-22.875184
T41_429_conv.pdb,1,0.276232,0.224631,-106.043730
T41_42_conv.pdb,1,0.280112,0.057151,-108.795800
T41_430_conv.pdb,0,0.651409,0.314655,-147.968710
T41_431_conv.pdb,1,0.379661,0.363724,-156.043770
T41_432_conv.pdb,0,0.162433,0.019827,-12.537100
T41_433_conv.pdb,0,0.018217,0.012641,-36.976540
T41_434_conv.pdb,0,0.304997,0.017030,-47.657880
T41_435_conv.pdb,0,0.059226,0.014963,-68.214100
T41_436_conv.pdb,0,0.041286,0.010620,-41.481770
T41_437_conv.pdb,1,0.453140,0.373072,-172.069460
T41_438_conv.pdb,0,0.024088,0.339504,3540.621100
T41_439_conv.pdb,0,0.568970,0.028491,-173.056040
T41_43_conv.pdb,1,0.382351,0.090650,-139.216690
T41_440_conv.pdb,0,0.000062,0.002682,-13.493177
T41_442_conv.pdb,0,0.095849,0.004325,-99.516160
T41_443_conv.pdb,0,0.268778,0.021827,2584.053010
T41_444_conv.pdb,0,0.697159,0.230249,-184.485800
T41_445_conv.pdb,0,0.121489,0.012445,-49.682820
T41_446_conv.pdb,1,0.443830,0.017665,-93.741800
T41_447_conv.pdb,0,0.012517,0.267928,3137.924870
T41_448_conv.pdb,0,0.478325,0.277180,-168.090790
T41_449_conv.pdb,1,0.465717,0.182932,-51.594480
T41_44_conv.pdb,1,0.370852,0.395379,-70.732740
T41_450_conv.pdb,1,0.337452,0.307395,-132.983070
T41_452_conv.pdb,0,0.036640,0.007362,-31.906820
T41_453_conv.pdb,1,0.622196,0.238290,-175.137520
T41_454_conv.pdb,0,0.070405,0.022481,-4.421440
T41_455_conv.pdb,0,0.008326,0.008529,-13.671745
T41_456_conv.pdb,1,0.111259,0.044420,-79.302500
T41_457_conv.pdb,1,0.564703,0.351189,-153.074702
T41_458_conv.pdb,0,0.048007,0.019028,-59.917910
T41_459_conv.pdb,0,0.022025,0.379136,3339.727200
T41_45_conv.pdb,1,0.625829,0.520546,-147.967980
T41_460_conv.pdb,0,0.068585,0.085030,-82.734200
T41_461_conv.pdb,0,0.033314,0.210465,4.263300
T41_462_conv.pdb,1,0.596931,0.564188,-174.882830
T41_463_conv.pdb,0,0.537274,0.575974,-53.411310
T41_464_conv.pdb,0,0.065431,0.012005,-46.685450
T41_465_conv.pdb,0,0.338314,0.249416,-137.194480
T41_466_conv.pdb,1,0.763427,0.347825,-159.518680
T41_467_conv.pdb,0,0.029289,0.014681,-64.019510
T41_468_conv.pdb,1,0.562680,0.119982,-164.068230
T41_469_conv.pdb,1,0.170578,0.577279,-128.066110
T41_46_conv.pdb,0,0.170688,0.024048,-60.043990
T41_470_conv.pdb,1,0.309184,0.357043,-106.007250
T41_471_conv.pdb,1,0.581481,0.476968,-155.488760
T41_472_conv.pdb,0,0.291172,0.034801,-150.059300
T41_473_conv.pdb,0,0.358944,0.410239,-153.320150
T41_474_conv.pdb,1,0.304635,0.210576,-55.106200
T41_475_conv.pdb,1,0.228888,0.061292,-94.348100
T41_476_conv.pdb,0,0.093392,0.015615,-68.415500
T41_477_conv.pdb,0,0.645609,0.170752,-196.744400
T41_478_conv.pdb,0,0.012566,0.001203,-24.388330
T41_479_conv.pdb,1,0.537421,0.373053,-165.597330
T41_47_conv.pdb,1,0.313580,0.080636,-110.023400
T41_480_conv.pdb,1,0.292321,0.326050,-136.229300
T41_481_conv.pdb,1,0.028100,0.050256,-18.182500
T41_482_conv.pdb,0,0.026382,-0.001475,-37.659870
T41_483_conv.pdb,0,0.115939,0.078343,-59.076400
T41_484_conv.pdb,0,0.077652,0.012316,-40.664662
T41_485_conv.pdb,0,0.661845,0.485799,-155.591400
T41_486_conv.pdb,0,0.023129,0.012709,-87.709410
T41_487_conv.pdb,0,0.488327,0.285304,-167.037670
T41_488_conv.pdb,1,0.212793,0.250478,-55.466180
T41_489_conv.pdb,0,0.002916,0.006152,-9.582510
T41_48_conv.pdb,0,0.397248,0.572566,-150.174100
T41_490_conv.pdb,1,0.105905,0.070186,-72.578870
T41_491_conv.pdb,1,0.085935,0.023053,1314.713660
T41_492_conv.pdb,1,0.291206,0.310965,-87.391370
T41_493_conv.pdb,1,0.389188,0.696615,-163.002700
T41_494_conv.pdb,0,0.013103,0.255616,3447.174150
T41_495_conv.pdb,0,0.723969,0.094962,-185.335270
T41_498_conv.pdb,1,0.121033,0.363041,-1.564400
T41_499_conv.pdb,0,0.213277,0.527063,-156.129800
T41_49_conv.pdb,0,0.099242,0.078229,-40.774460
T41_500_conv.pdb,1,0.421627,0.238946,-142.711640
T41_501_conv.pdb,0,0.056617,0.014725,-30.165708
T41_502_conv.pdb,0,0.320266,0.211934,-154.013090
T41_503_conv.pdb,1,0.541811,0.248515,-149.157250
T41_504_conv.pdb,0,0.025366,0.009206,-82.771840
T41_505_conv.pdb,0,0.028568,0.010440,-1.107760
T41_506_conv.pdb,0,0.248567,0.023657,5209.197360
T41_507_conv.pdb,0,0.245574,0.011637,-2.054480
T41_508_conv.pdb,0,0.011429,0.029027,-35.164700
T41_509_conv.pdb,0,0.518022,0.005009,-149.058100
T41_50_conv.pdb,1,0.364443,0.048150,-101.553700
T41_510_conv.pdb,0,0.358893,0.060208,-115.452500
T41_511_conv.pdb,0,0.209526,0.177734,-24.371416
T41_512_conv.pdb,0,0.314346,0.341434,-179.118200
T41_513_conv.pdb,1,0.231185,0.459293,-93.032020
T41_514_conv.pdb,0,0.563288,0.033585,-154.562320
T41_515_conv.pdb,0,0.047060,0.009204,-28.539320
T41_516_conv.pdb,1,0.444564,0.495589,-48.441115
T41_517_conv.pdb,1,0.638936,0.289801,-173.367870
T41_518_conv.pdb,0,0.138754,0.039060,-74.950330
T41_519_conv.pdb,0,0.051319,0.076920,-87.856048
T41_51_conv.pdb,0,0.183248,0.094496,-86.176320
T41_520_conv.pdb,0,0.030594,0.011086,-50.575980
T41_521_conv.pdb,0,0.356999,0.475782,-152.999780
T41_522_conv.pdb,0,0.242005,0.022764,-39.923540
T41_523_conv.pdb,0,0.479789,0.052595,-158.025000
T41_524_conv.pdb,0,0.065917,0.122951,16.267490
T41_525_conv.pdb,0,0.015626,0.008788,-28.811710
T41_526_conv.pdb,1,0.288692,0.202214,-73.239500
T41_527_conv.pdb,0,0.111334,0.021543,-69.642330
T41_528_conv.pdb,1,0.580387,0.614075,-76.540800
T41_529_conv.pdb,0,0.174715,0.145679,-41.008200
T41_52_conv.pdb,0,0.573109,0.076332,-136.182610
T41_530_conv.pdb,0,0.015797,0.009781,-23.113630
T41_531_conv.pdb,0,0.136619,0.055086,-36.118250
T41_533_conv.pdb,0,0.024135,0.008566,-75.942600
T41_535_conv.pdb,1,0.400923,0.158052,-33.100880
T41_536_conv.pdb,1,0.029909,0.235890,2081.271000
T41_537_conv.pdb,0,0.106284,0.017213,-30.598510
T41_539_conv.pdb,0,0.143081,0.034430,-36.574580
T41_53_conv.pdb,0,0.444371,0.141796,-116.495890
T41_541_conv.pdb,0,0.030543,0.324747,2765.937000
T41_542_conv.pdb,1,0.162927,0.143846,-73.468330
T41_543_conv.pdb,1,0.443486,0.327764,-15.140200
T41_544_conv.pdb,0,0.098301,0.015184,-71.873880
T41_545_conv.pdb,0,0.104921,0.028260,6.603400
T41_546_conv.pdb,0,0.005430,0.007504,8.158650
T41_547_conv.pdb,0,0.181969,0.536129,-143.601000
T41_548_conv.pdb,1,0.410888,0.303791,-157.422940
T41_549_conv.pdb,0,0.166493,0.006617,-41.125100
T41_54_conv.pdb,0,0.652537,0.402605,-135.321400
T41_550_conv.pdb,0,0.041776,0.019980,-46.576160
T41_551_conv.pdb,1,0.683342,0.349305,-146.754340
T41_553_conv.pdb,1,0.631363,0.351330,-165.877020
T41_554_conv.pdb,1,0.303724,0.036139,-106.788800
T41_555_conv.pdb,1,0.720851,0.557638,-147.597910
T41_556_conv.pdb,0,0.194212,0.016059,-28.663400
T41_557_conv.pdb,0,0.036570,0.284426,24.277200
T41_558_conv.pdb,0,0.402243,0.563378,-172.974950
